HASIL TRACKING BESARAN LISTIK
time 	V1 	V2 	V3 	V4 	I1 	I2 	I3 	I4 	Ic
4.6540 	5.0000 	3.3283 	1.6642 	3.3208 	0.0033 	0.0000 	0.0033 	0.0033 	0.0000
4.6550 	5.0000 	3.3283 	1.6642 	3.3208 	0.0033 	0.0000 	0.0033 	0.0033 	0.0000
4.6560 	5.0000 	3.3283 	1.6642 	3.3208 	0.0033 	0.0000 	0.0033 	0.0033 	0.0000
4.6570 	5.0000 	3.3283 	1.6642 	3.3209 	0.0033 	0.0000 	0.0033 	0.0033 	0.0000
4.6580 	5.0000 	3.3284 	1.6642 	3.3209 	0.0033 	0.0000 	0.0033 	0.0033 	0.0000
4.6590 	5.0000 	3.3284 	1.6642 	3.3209 	0.0033 	0.0000 	0.0033 	0.0033 	0.0000
4.6600 	5.0000 	3.3284 	1.6642 	3.3209 	0.0033 	0.0000 	0.0033 	0.0033 	0.0000
4.6610 	5.0000 	3.3284 	1.6642 	3.3209 	0.0033 	0.0000 	0.0033 	0.0033 	0.0000
4.6620 	5.0000 	3.3284 	1.6642 	3.3209 	0.0033 	0.0000 	0.0033 	0.0033 	0.0000
4.6630 	5.0000 	3.3284 	1.6642 	3.3210 	0.0033 	0.0000 	0.0033 	0.0033 	0.0000
4.6640 	5.0000 	3.3284 	1.6642 	3.3210 	0.0033 	0.0000 	0.0033 	0.0033 	0.0000
4.6650 	5.0000 	3.3284 	1.6642 	3.3210 	0.0033 	0.0000 	0.0033 	0.0033 	0.0000
4.6660 	5.0000 	3.3284 	1.6642 	3.3210 	0.0033 	0.0000 	0.0033 	0.0033 	0.0000
4.6670 	5.0000 	3.3284 	1.6642 	3.3210 	0.0033 	0.0000 	0.0033 	0.0033 	0.0000
4.6680 	5.0000 	3.3284 	1.6642 	3.3210 	0.0033 	0.0000 	0.0033 	0.0033 	0.0000
4.6690 	5.0000 	3.3284 	1.6642 	3.3210 	0.0033 	0.0000 	0.0033 	0.0033 	0.0000
4.6700 	5.0000 	3.3284 	1.6642 	3.3211 	0.0033 	0.0000 	0.0033 	0.0033 	0.0000
4.6710 	5.0000 	3.3284 	1.6642 	3.3211 	0.0033 	0.0000 	0.0033 	0.0033 	0.0000
4.6720 	5.0000 	3.3284 	1.6642 	3.3211 	0.0033 	0.0000 	0.0033 	0.0033 	0.0000
4.6730 	5.0000 	3.3284 	1.6642 	3.3211 	0.0033 	0.0000 	0.0033 	0.0033 	0.0000
4.6740 	5.0000 	3.3284 	1.6642 	3.3211 	0.0033 	0.0000 	0.0033 	0.0033 	0.0000
4.6750 	5.0000 	3.3285 	1.6642 	3.3211 	0.0033 	0.0000 	0.0033 	0.0033 	0.0000
4.6760 	5.0000 	3.3285 	1.6642 	3.3211 	0.0033 	0.0000 	0.0033 	0.0033 	0.0000
4.6770 	5.0000 	3.3285 	1.6642 	3.3212 	0.0033 	0.0000 	0.0033 	0.0033 	0.0000
4.6780 	5.0000 	3.3285 	1.6642 	3.3212 	0.0033 	0.0000 	0.0033 	0.0033 	0.0000
4.6790 	5.0000 	3.3285 	1.6642 	3.3212 	0.0033 	0.0000 	0.0033 	0.0033 	0.0000
4.6800 	5.0000 	3.3285 	1.6642 	3.3212 	0.0033 	0.0000 	0.0033 	0.0033 	0.0000
4.6810 	5.0000 	3.3285 	1.6642 	3.3212 	0.0033 	0.0000 	0.0033 	0.0033 	0.0000
4.6820 	5.0000 	3.3285 	1.6642 	3.3212 	0.0033 	0.0000 	0.0033 	0.0033 	0.0000
4.6830 	5.0000 	3.3285 	1.6642 	3.3212 	0.0033 	0.0000 	0.0033 	0.0033 	0.0000
4.6840 	5.0000 	3.3285 	1.6643 	3.3213 	0.0033 	0.0000 	0.0033 	0.0033 	0.0000
4.6850 	5.0000 	3.3285 	1.6643 	3.3213 	0.0033 	0.0000 	0.0033 	0.0033 	0.0000
4.6860 	5.0000 	3.3285 	1.6643 	3.3213 	0.0033 	0.0000 	0.0033 	0.0033 	0.0000
4.6870 	5.0000 	3.3285 	1.6643 	3.3213 	0.0033 	0.0000 	0.0033 	0.0033 	0.0000
4.6880 	5.0000 	3.3285 	1.6643 	3.3213 	0.0033 	0.0000 	0.0033 	0.0033 	0.0000
4.6890 	5.0000 	3.3285 	1.6643 	3.3213 	0.0033 	0.0000 	0.0033 	0.0033 	0.0000
4.6900 	5.0000 	3.3285 	1.6643 	3.3213 	0.0033 	0.0000 	0.0033 	0.0033 	0.0000
4.6910 	5.0000 	3.3285 	1.6643 	3.3214 	0.0033 	0.0000 	0.0033 	0.0033 	0.0000
4.6920 	5.0000 	3.3286 	1.6643 	3.3214 	0.0033 	0.0000 	0.0033 	0.0033 	0.0000
4.6930 	5.0000 	3.3286 	1.6643 	3.3214 	0.0033 	0.0000 	0.0033 	0.0033 	0.0000
4.6940 	5.0000 	3.3286 	1.6643 	3.3214 	0.0033 	0.0000 	0.0033 	0.0033 	0.0000
4.6950 	5.0000 	3.3286 	1.6643 	3.3214 	0.0033 	0.0000 	0.0033 	0.0033 	0.0000
4.6960 	5.0000 	3.3286 	1.6643 	3.3214 	0.0033 	0.0000 	0.0033 	0.0033 	0.0000
4.6970 	5.0000 	3.3286 	1.6643 	3.3214 	0.0033 	0.0000 	0.0033 	0.0033 	0.0000
4.6980 	5.0000 	3.3286 	1.6643 	3.3215 	0.0033 	0.0000 	0.0033 	0.0033 	0.0000
4.6990 	5.0000 	3.3286 	1.6643 	3.3215 	0.0033 	0.0000 	0.0033 	0.0033 	0.0000
4.7000 	5.0000 	3.3286 	1.6643 	3.3215 	0.0033 	0.0000 	0.0033 	0.0033 	0.0000
4.7010 	5.0000 	3.3286 	1.6643 	3.3215 	0.0033 	0.0000 	0.0033 	0.0033 	0.0000
4.7020 	5.0000 	3.3286 	1.6643 	3.3215 	0.0033 	0.0000 	0.0033 	0.0033 	0.0000
4.7030 	5.0000 	3.3286 	1.6643 	3.3215 	0.0033 	0.0000 	0.0033 	0.0033 	0.0000
4.7040 	5.0000 	3.3286 	1.6643 	3.3215 	0.0033 	0.0000 	0.0033 	0.0033 	0.0000
4.7050 	5.0000 	3.3286 	1.6643 	3.3216 	0.0033 	0.0000 	0.0033 	0.0033 	0.0000
4.7060 	5.0000 	3.3286 	1.6643 	3.3216 	0.0033 	0.0000 	0.0033 	0.0033 	0.0000
4.7070 	5.0000 	3.3286 	1.6643 	3.3216 	0.0033 	0.0000 	0.0033 	0.0033 	0.0000
4.7080 	5.0000 	3.3286 	1.6643 	3.3216 	0.0033 	0.0000 	0.0033 	0.0033 	0.0000
4.7090 	5.0000 	3.3286 	1.6643 	3.3216 	0.0033 	0.0000 	0.0033 	0.0033 	0.0000
4.7100 	5.0000 	3.3287 	1.6643 	3.3216 	0.0033 	0.0000 	0.0033 	0.0033 	0.0000
4.7110 	5.0000 	3.3287 	1.6643 	3.3216 	0.0033 	0.0000 	0.0033 	0.0033 	0.0000
4.7120 	5.0000 	3.3287 	1.6643 	3.3217 	0.0033 	0.0000 	0.0033 	0.0033 	0.0000
4.7130 	5.0000 	3.3287 	1.6643 	3.3217 	0.0033 	0.0000 	0.0033 	0.0033 	0.0000
4.7140 	5.0000 	3.3287 	1.6643 	3.3217 	0.0033 	0.0000 	0.0033 	0.0033 	0.0000
4.7150 	5.0000 	3.3287 	1.6643 	3.3217 	0.0033 	0.0000 	0.0033 	0.0033 	0.0000
4.7160 	5.0000 	3.3287 	1.6643 	3.3217 	0.0033 	0.0000 	0.0033 	0.0033 	0.0000
4.7170 	5.0000 	3.3287 	1.6643 	3.3217 	0.0033 	0.0000 	0.0033 	0.0033 	0.0000
4.7180 	5.0000 	3.3287 	1.6643 	3.3217 	0.0033 	0.0000 	0.0033 	0.0033 	0.0000
4.7190 	5.0000 	3.3287 	1.6644 	3.3218 	0.0033 	0.0000 	0.0033 	0.0033 	0.0000
4.7200 	5.0000 	3.3287 	1.6644 	3.3218 	0.0033 	0.0000 	0.0033 	0.0033 	0.0000
4.7210 	5.0000 	3.3287 	1.6644 	3.3218 	0.0033 	0.0000 	0.0033 	0.0033 	0.0000
4.7220 	5.0000 	3.3287 	1.6644 	3.3218 	0.0033 	0.0000 	0.0033 	0.0033 	0.0000
4.7230 	5.0000 	3.3287 	1.6644 	3.3218 	0.0033 	0.0000 	0.0033 	0.0033 	0.0000
4.7240 	5.0000 	3.3287 	1.6644 	3.3218 	0.0033 	0.0000 	0.0033 	0.0033 	0.0000
4.7250 	5.0000 	3.3287 	1.6644 	3.3218 	0.0033 	0.0000 	0.0033 	0.0033 	0.0000
4.7260 	5.0000 	3.3287 	1.6644 	3.3219 	0.0033 	0.0000 	0.0033 	0.0033 	0.0000
4.7270 	5.0000 	3.3287 	1.6644 	3.3219 	0.0033 	0.0000 	0.0033 	0.0033 	0.0000
4.7280 	5.0000 	3.3288 	1.6644 	3.3219 	0.0033 	0.0000 	0.0033 	0.0033 	0.0000
4.7290 	5.0000 	3.3288 	1.6644 	3.3219 	0.0033 	0.0000 	0.0033 	0.0033 	0.0000
4.7300 	5.0000 	3.3288 	1.6644 	3.3219 	0.0033 	0.0000 	0.0033 	0.0033 	0.0000
4.7310 	5.0000 	3.3288 	1.6644 	3.3219 	0.0033 	0.0000 	0.0033 	0.0033 	0.0000
4.7320 	5.0000 	3.3288 	1.6644 	3.3219 	0.0033 	0.0000 	0.0033 	0.0033 	0.0000
4.7330 	5.0000 	3.3288 	1.6644 	3.3220 	0.0033 	0.0000 	0.0033 	0.0033 	0.0000
4.7340 	5.0000 	3.3288 	1.6644 	3.3220 	0.0033 	0.0000 	0.0033 	0.0033 	0.0000
4.7350 	5.0000 	3.3288 	1.6644 	3.3220 	0.0033 	0.0000 	0.0033 	0.0033 	0.0000
4.7360 	5.0000 	3.3288 	1.6644 	3.3220 	0.0033 	0.0000 	0.0033 	0.0033 	0.0000
4.7370 	5.0000 	3.3288 	1.6644 	3.3220 	0.0033 	0.0000 	0.0033 	0.0033 	0.0000
4.7380 	5.0000 	3.3288 	1.6644 	3.3220 	0.0033 	0.0000 	0.0033 	0.0033 	0.0000
4.7390 	5.0000 	3.3288 	1.6644 	3.3220 	0.0033 	0.0000 	0.0033 	0.0033 	0.0000
4.7400 	5.0000 	3.3288 	1.6644 	3.3220 	0.0033 	0.0000 	0.0033 	0.0033 	0.0000
4.7410 	5.0000 	3.3288 	1.6644 	3.3221 	0.0033 	0.0000 	0.0033 	0.0033 	0.0000
4.7420 	5.0000 	3.3288 	1.6644 	3.3221 	0.0033 	0.0000 	0.0033 	0.0033 	0.0000
4.7430 	5.0000 	3.3288 	1.6644 	3.3221 	0.0033 	0.0000 	0.0033 	0.0033 	0.0000
4.7440 	5.0000 	3.3288 	1.6644 	3.3221 	0.0033 	0.0000 	0.0033 	0.0033 	0.0000
4.7450 	5.0000 	3.3288 	1.6644 	3.3221 	0.0033 	0.0000 	0.0033 	0.0033 	0.0000
4.7460 	5.0000 	3.3289 	1.6644 	3.3221 	0.0033 	0.0000 	0.0033 	0.0033 	0.0000
4.7470 	5.0000 	3.3289 	1.6644 	3.3221 	0.0033 	0.0000 	0.0033 	0.0033 	0.0000
4.7480 	5.0000 	3.3289 	1.6644 	3.3222 	0.0033 	0.0000 	0.0033 	0.0033 	0.0000
4.7490 	5.0000 	3.3289 	1.6644 	3.3222 	0.0033 	0.0000 	0.0033 	0.0033 	0.0000
4.7500 	5.0000 	3.3289 	1.6644 	3.3222 	0.0033 	0.0000 	0.0033 	0.0033 	0.0000
4.7510 	5.0000 	3.3289 	1.6644 	3.3222 	0.0033 	0.0000 	0.0033 	0.0033 	0.0000
4.7520 	5.0000 	3.3289 	1.6644 	3.3222 	0.0033 	0.0000 	0.0033 	0.0033 	0.0000
4.7530 	5.0000 	3.3289 	1.6644 	3.3222 	0.0033 	0.0000 	0.0033 	0.0033 	0.0000
4.7540 	5.0000 	3.3289 	1.6644 	3.3222 	0.0033 	0.0000 	0.0033 	0.0033 	0.0000
4.7550 	5.0000 	3.3289 	1.6644 	3.3222 	0.0033 	0.0000 	0.0033 	0.0033 	0.0000
4.7560 	5.0000 	3.3289 	1.6645 	3.3223 	0.0033 	0.0000 	0.0033 	0.0033 	0.0000
4.7570 	5.0000 	3.3289 	1.6645 	3.3223 	0.0033 	0.0000 	0.0033 	0.0033 	0.0000
4.7580 	5.0000 	3.3289 	1.6645 	3.3223 	0.0033 	0.0000 	0.0033 	0.0033 	0.0000
4.7590 	5.0000 	3.3289 	1.6645 	3.3223 	0.0033 	0.0000 	0.0033 	0.0033 	0.0000
4.7600 	5.0000 	3.3289 	1.6645 	3.3223 	0.0033 	0.0000 	0.0033 	0.0033 	0.0000
4.7610 	5.0000 	3.3289 	1.6645 	3.3223 	0.0033 	0.0000 	0.0033 	0.0033 	0.0000
4.7620 	5.0000 	3.3289 	1.6645 	3.3223 	0.0033 	0.0000 	0.0033 	0.0033 	0.0000
4.7630 	5.0000 	3.3289 	1.6645 	3.3224 	0.0033 	0.0000 	0.0033 	0.0033 	0.0000
4.7640 	5.0000 	3.3289 	1.6645 	3.3224 	0.0033 	0.0000 	0.0033 	0.0033 	0.0000
4.7650 	5.0000 	3.3290 	1.6645 	3.3224 	0.0033 	0.0000 	0.0033 	0.0033 	0.0000
4.7660 	5.0000 	3.3290 	1.6645 	3.3224 	0.0033 	0.0000 	0.0033 	0.0033 	0.0000
4.7670 	5.0000 	3.3290 	1.6645 	3.3224 	0.0033 	0.0000 	0.0033 	0.0033 	0.0000
4.7680 	5.0000 	3.3290 	1.6645 	3.3224 	0.0033 	0.0000 	0.0033 	0.0033 	0.0000
4.7690 	5.0000 	3.3290 	1.6645 	3.3224 	0.0033 	0.0000 	0.0033 	0.0033 	0.0000
4.7700 	5.0000 	3.3290 	1.6645 	3.3224 	0.0033 	0.0000 	0.0033 	0.0033 	0.0000
4.7710 	5.0000 	3.3290 	1.6645 	3.3225 	0.0033 	0.0000 	0.0033 	0.0033 	0.0000
4.7720 	5.0000 	3.3290 	1.6645 	3.3225 	0.0033 	0.0000 	0.0033 	0.0033 	0.0000
4.7730 	5.0000 	3.3290 	1.6645 	3.3225 	0.0033 	0.0000 	0.0033 	0.0033 	0.0000
4.7740 	5.0000 	3.3290 	1.6645 	3.3225 	0.0033 	0.0000 	0.0033 	0.0033 	0.0000
4.7750 	5.0000 	3.3290 	1.6645 	3.3225 	0.0033 	0.0000 	0.0033 	0.0033 	0.0000
4.7760 	5.0000 	3.3290 	1.6645 	3.3225 	0.0033 	0.0000 	0.0033 	0.0033 	0.0000
4.7770 	5.0000 	3.3290 	1.6645 	3.3225 	0.0033 	0.0000 	0.0033 	0.0033 	0.0000
4.7780 	5.0000 	3.3290 	1.6645 	3.3225 	0.0033 	0.0000 	0.0033 	0.0033 	0.0000
4.7790 	5.0000 	3.3290 	1.6645 	3.3226 	0.0033 	0.0000 	0.0033 	0.0033 	0.0000
4.7800 	5.0000 	3.3290 	1.6645 	3.3226 	0.0033 	0.0000 	0.0033 	0.0033 	0.0000
4.7810 	5.0000 	3.3290 	1.6645 	3.3226 	0.0033 	0.0000 	0.0033 	0.0033 	0.0000
4.7820 	5.0000 	3.3290 	1.6645 	3.3226 	0.0033 	0.0000 	0.0033 	0.0033 	0.0000
4.7830 	5.0000 	3.3290 	1.6645 	3.3226 	0.0033 	0.0000 	0.0033 	0.0033 	0.0000
4.7840 	5.0000 	3.3291 	1.6645 	3.3226 	0.0033 	0.0000 	0.0033 	0.0033 	0.0000
4.7850 	5.0000 	3.3291 	1.6645 	3.3226 	0.0033 	0.0000 	0.0033 	0.0033 	0.0000
4.7860 	5.0000 	3.3291 	1.6645 	3.3227 	0.0033 	0.0000 	0.0033 	0.0033 	0.0000
4.7870 	5.0000 	3.3291 	1.6645 	3.3227 	0.0033 	0.0000 	0.0033 	0.0033 	0.0000
4.7880 	5.0000 	3.3291 	1.6645 	3.3227 	0.0033 	0.0000 	0.0033 	0.0033 	0.0000
4.7890 	5.0000 	3.3291 	1.6645 	3.3227 	0.0033 	0.0000 	0.0033 	0.0033 	0.0000
4.7900 	5.0000 	3.3291 	1.6645 	3.3227 	0.0033 	0.0000 	0.0033 	0.0033 	0.0000
4.7910 	5.0000 	3.3291 	1.6645 	3.3227 	0.0033 	0.0000 	0.0033 	0.0033 	0.0000
4.7920 	5.0000 	3.3291 	1.6645 	3.3227 	0.0033 	0.0000 	0.0033 	0.0033 	0.0000
4.7930 	5.0000 	3.3291 	1.6645 	3.3227 	0.0033 	0.0000 	0.0033 	0.0033 	0.0000
4.7940 	5.0000 	3.3291 	1.6646 	3.3228 	0.0033 	0.0000 	0.0033 	0.0033 	0.0000
4.7950 	5.0000 	3.3291 	1.6646 	3.3228 	0.0033 	0.0000 	0.0033 	0.0033 	0.0000
4.7960 	5.0000 	3.3291 	1.6646 	3.3228 	0.0033 	0.0000 	0.0033 	0.0033 	0.0000
4.7970 	5.0000 	3.3291 	1.6646 	3.3228 	0.0033 	0.0000 	0.0033 	0.0033 	0.0000
4.7980 	5.0000 	3.3291 	1.6646 	3.3228 	0.0033 	0.0000 	0.0033 	0.0033 	0.0000
4.7990 	5.0000 	3.3291 	1.6646 	3.3228 	0.0033 	0.0000 	0.0033 	0.0033 	0.0000
4.8000 	5.0000 	3.3291 	1.6646 	3.3228 	0.0033 	0.0000 	0.0033 	0.0033 	0.0000
4.8010 	5.0000 	3.3291 	1.6646 	3.3228 	0.0033 	0.0000 	0.0033 	0.0033 	0.0000
4.8020 	5.0000 	3.3291 	1.6646 	3.3229 	0.0033 	0.0000 	0.0033 	0.0033 	0.0000
4.8030 	5.0000 	3.3291 	1.6646 	3.3229 	0.0033 	0.0000 	0.0033 	0.0033 	0.0000
4.8040 	5.0000 	3.3292 	1.6646 	3.3229 	0.0033 	0.0000 	0.0033 	0.0033 	0.0000
4.8050 	5.0000 	3.3292 	1.6646 	3.3229 	0.0033 	0.0000 	0.0033 	0.0033 	0.0000
4.8060 	5.0000 	3.3292 	1.6646 	3.3229 	0.0033 	0.0000 	0.0033 	0.0033 	0.0000
4.8070 	5.0000 	3.3292 	1.6646 	3.3229 	0.0033 	0.0000 	0.0033 	0.0033 	0.0000
4.8080 	5.0000 	3.3292 	1.6646 	3.3229 	0.0033 	0.0000 	0.0033 	0.0033 	0.0000
4.8090 	5.0000 	3.3292 	1.6646 	3.3229 	0.0033 	0.0000 	0.0033 	0.0033 	0.0000
4.8100 	5.0000 	3.3292 	1.6646 	3.3230 	0.0033 	0.0000 	0.0033 	0.0033 	0.0000
4.8110 	5.0000 	3.3292 	1.6646 	3.3230 	0.0033 	0.0000 	0.0033 	0.0033 	0.0000
4.8120 	5.0000 	3.3292 	1.6646 	3.3230 	0.0033 	0.0000 	0.0033 	0.0033 	0.0000
4.8130 	5.0000 	3.3292 	1.6646 	3.3230 	0.0033 	0.0000 	0.0033 	0.0033 	0.0000
4.8140 	5.0000 	3.3292 	1.6646 	3.3230 	0.0033 	0.0000 	0.0033 	0.0033 	0.0000
4.8150 	5.0000 	3.3292 	1.6646 	3.3230 	0.0033 	0.0000 	0.0033 	0.0033 	0.0000
4.8160 	5.0000 	3.3292 	1.6646 	3.3230 	0.0033 	0.0000 	0.0033 	0.0033 	0.0000
4.8170 	5.0000 	3.3292 	1.6646 	3.3230 	0.0033 	0.0000 	0.0033 	0.0033 	0.0000
4.8180 	5.0000 	3.3292 	1.6646 	3.3231 	0.0033 	0.0000 	0.0033 	0.0033 	0.0000
4.8190 	5.0000 	3.3292 	1.6646 	3.3231 	0.0033 	0.0000 	0.0033 	0.0033 	0.0000
4.8200 	5.0000 	3.3292 	1.6646 	3.3231 	0.0033 	0.0000 	0.0033 	0.0033 	0.0000
4.8210 	5.0000 	3.3292 	1.6646 	3.3231 	0.0033 	0.0000 	0.0033 	0.0033 	0.0000
4.8220 	5.0000 	3.3292 	1.6646 	3.3231 	0.0033 	0.0000 	0.0033 	0.0033 	0.0000
4.8230 	5.0000 	3.3292 	1.6646 	3.3231 	0.0033 	0.0000 	0.0033 	0.0033 	0.0000
4.8240 	5.0000 	3.3293 	1.6646 	3.3231 	0.0033 	0.0000 	0.0033 	0.0033 	0.0000
4.8250 	5.0000 	3.3293 	1.6646 	3.3231 	0.0033 	0.0000 	0.0033 	0.0033 	0.0000
4.8260 	5.0000 	3.3293 	1.6646 	3.3232 	0.0033 	0.0000 	0.0033 	0.0033 	0.0000
4.8270 	5.0000 	3.3293 	1.6646 	3.3232 	0.0033 	0.0000 	0.0033 	0.0033 	0.0000
4.8280 	5.0000 	3.3293 	1.6646 	3.3232 	0.0033 	0.0000 	0.0033 	0.0033 	0.0000
4.8290 	5.0000 	3.3293 	1.6646 	3.3232 	0.0033 	0.0000 	0.0033 	0.0033 	0.0000
4.8300 	5.0000 	3.3293 	1.6646 	3.3232 	0.0033 	0.0000 	0.0033 	0.0033 	0.0000
4.8310 	5.0000 	3.3293 	1.6646 	3.3232 	0.0033 	0.0000 	0.0033 	0.0033 	0.0000
4.8320 	5.0000 	3.3293 	1.6646 	3.3232 	0.0033 	0.0000 	0.0033 	0.0033 	0.0000
4.8330 	5.0000 	3.3293 	1.6646 	3.3232 	0.0033 	0.0000 	0.0033 	0.0033 	0.0000
4.8340 	5.0000 	3.3293 	1.6646 	3.3232 	0.0033 	0.0000 	0.0033 	0.0033 	0.0000
4.8350 	5.0000 	3.3293 	1.6647 	3.3233 	0.0033 	0.0000 	0.0033 	0.0033 	0.0000
4.8360 	5.0000 	3.3293 	1.6647 	3.3233 	0.0033 	0.0000 	0.0033 	0.0033 	0.0000
4.8370 	5.0000 	3.3293 	1.6647 	3.3233 	0.0033 	0.0000 	0.0033 	0.0033 	0.0000
4.8380 	5.0000 	3.3293 	1.6647 	3.3233 	0.0033 	0.0000 	0.0033 	0.0033 	0.0000
4.8390 	5.0000 	3.3293 	1.6647 	3.3233 	0.0033 	0.0000 	0.0033 	0.0033 	0.0000
4.8400 	5.0000 	3.3293 	1.6647 	3.3233 	0.0033 	0.0000 	0.0033 	0.0033 	0.0000
4.8410 	5.0000 	3.3293 	1.6647 	3.3233 	0.0033 	0.0000 	0.0033 	0.0033 	0.0000
4.8420 	5.0000 	3.3293 	1.6647 	3.3233 	0.0033 	0.0000 	0.0033 	0.0033 	0.0000
4.8430 	5.0000 	3.3293 	1.6647 	3.3234 	0.0033 	0.0000 	0.0033 	0.0033 	0.0000
4.8440 	5.0000 	3.3293 	1.6647 	3.3234 	0.0033 	0.0000 	0.0033 	0.0033 	0.0000
4.8450 	5.0000 	3.3294 	1.6647 	3.3234 	0.0033 	0.0000 	0.0033 	0.0033 	0.0000
4.8460 	5.0000 	3.3294 	1.6647 	3.3234 	0.0033 	0.0000 	0.0033 	0.0033 	0.0000
4.8470 	5.0000 	3.3294 	1.6647 	3.3234 	0.0033 	0.0000 	0.0033 	0.0033 	0.0000
4.8480 	5.0000 	3.3294 	1.6647 	3.3234 	0.0033 	0.0000 	0.0033 	0.0033 	0.0000
4.8490 	5.0000 	3.3294 	1.6647 	3.3234 	0.0033 	0.0000 	0.0033 	0.0033 	0.0000
4.8500 	5.0000 	3.3294 	1.6647 	3.3234 	0.0033 	0.0000 	0.0033 	0.0033 	0.0000
4.8510 	5.0000 	3.3294 	1.6647 	3.3235 	0.0033 	0.0000 	0.0033 	0.0033 	0.0000
4.8520 	5.0000 	3.3294 	1.6647 	3.3235 	0.0033 	0.0000 	0.0033 	0.0033 	0.0000
4.8530 	5.0000 	3.3294 	1.6647 	3.3235 	0.0033 	0.0000 	0.0033 	0.0033 	0.0000
4.8540 	5.0000 	3.3294 	1.6647 	3.3235 	0.0033 	0.0000 	0.0033 	0.0033 	0.0000
4.8550 	5.0000 	3.3294 	1.6647 	3.3235 	0.0033 	0.0000 	0.0033 	0.0033 	0.0000
4.8560 	5.0000 	3.3294 	1.6647 	3.3235 	0.0033 	0.0000 	0.0033 	0.0033 	0.0000
4.8570 	5.0000 	3.3294 	1.6647 	3.3235 	0.0033 	0.0000 	0.0033 	0.0033 	0.0000
4.8580 	5.0000 	3.3294 	1.6647 	3.3235 	0.0033 	0.0000 	0.0033 	0.0033 	0.0000
4.8590 	5.0000 	3.3294 	1.6647 	3.3235 	0.0033 	0.0000 	0.0033 	0.0033 	0.0000
4.8600 	5.0000 	3.3294 	1.6647 	3.3236 	0.0033 	0.0000 	0.0033 	0.0033 	0.0000
4.8610 	5.0000 	3.3294 	1.6647 	3.3236 	0.0033 	0.0000 	0.0033 	0.0033 	0.0000
4.8620 	5.0000 	3.3294 	1.6647 	3.3236 	0.0033 	0.0000 	0.0033 	0.0033 	0.0000
4.8630 	5.0000 	3.3294 	1.6647 	3.3236 	0.0033 	0.0000 	0.0033 	0.0033 	0.0000
4.8640 	5.0000 	3.3294 	1.6647 	3.3236 	0.0033 	0.0000 	0.0033 	0.0033 	0.0000
4.8650 	5.0000 	3.3294 	1.6647 	3.3236 	0.0033 	0.0000 	0.0033 	0.0033 	0.0000
4.8660 	5.0000 	3.3295 	1.6647 	3.3236 	0.0033 	0.0000 	0.0033 	0.0033 	0.0000
4.8670 	5.0000 	3.3295 	1.6647 	3.3236 	0.0033 	0.0000 	0.0033 	0.0033 	0.0000
4.8680 	5.0000 	3.3295 	1.6647 	3.3237 	0.0033 	0.0000 	0.0033 	0.0033 	0.0000
4.8690 	5.0000 	3.3295 	1.6647 	3.3237 	0.0033 	0.0000 	0.0033 	0.0033 	0.0000
4.8700 	5.0000 	3.3295 	1.6647 	3.3237 	0.0033 	0.0000 	0.0033 	0.0033 	0.0000
4.8710 	5.0000 	3.3295 	1.6647 	3.3237 	0.0033 	0.0000 	0.0033 	0.0033 	0.0000
4.8720 	5.0000 	3.3295 	1.6647 	3.3237 	0.0033 	0.0000 	0.0033 	0.0033 	0.0000
4.8730 	5.0000 	3.3295 	1.6647 	3.3237 	0.0033 	0.0000 	0.0033 	0.0033 	0.0000
4.8740 	5.0000 	3.3295 	1.6647 	3.3237 	0.0033 	0.0000 	0.0033 	0.0033 	0.0000
4.8750 	5.0000 	3.3295 	1.6647 	3.3237 	0.0033 	0.0000 	0.0033 	0.0033 	0.0000
4.8760 	5.0000 	3.3295 	1.6647 	3.3237 	0.0033 	0.0000 	0.0033 	0.0033 	0.0000
4.8770 	5.0000 	3.3295 	1.6648 	3.3238 	0.0033 	0.0000 	0.0033 	0.0033 	0.0000
4.8780 	5.0000 	3.3295 	1.6648 	3.3238 	0.0033 	0.0000 	0.0033 	0.0033 	0.0000
4.8790 	5.0000 	3.3295 	1.6648 	3.3238 	0.0033 	0.0000 	0.0033 	0.0033 	0.0000
4.8800 	5.0000 	3.3295 	1.6648 	3.3238 	0.0033 	0.0000 	0.0033 	0.0033 	0.0000
4.8810 	5.0000 	3.3295 	1.6648 	3.3238 	0.0033 	0.0000 	0.0033 	0.0033 	0.0000
4.8820 	5.0000 	3.3295 	1.6648 	3.3238 	0.0033 	0.0000 	0.0033 	0.0033 	0.0000
4.8830 	5.0000 	3.3295 	1.6648 	3.3238 	0.0033 	0.0000 	0.0033 	0.0033 	0.0000
4.8840 	5.0000 	3.3295 	1.6648 	3.3238 	0.0033 	0.0000 	0.0033 	0.0033 	0.0000
4.8850 	5.0000 	3.3295 	1.6648 	3.3238 	0.0033 	0.0000 	0.0033 	0.0033 	0.0000
4.8860 	5.0000 	3.3295 	1.6648 	3.3239 	0.0033 	0.0000 	0.0033 	0.0033 	0.0000
4.8870 	5.0000 	3.3295 	1.6648 	3.3239 	0.0033 	0.0000 	0.0033 	0.0033 	0.0000
4.8880 	5.0000 	3.3296 	1.6648 	3.3239 	0.0033 	0.0000 	0.0033 	0.0033 	0.0000
4.8890 	5.0000 	3.3296 	1.6648 	3.3239 	0.0033 	0.0000 	0.0033 	0.0033 	0.0000
